#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"253,645,485","+416,097","5,110,172","+5,914","229,361,374","+351,608","19,173,939","77,597","32,540",655.6,,,,All,,,,,,,
1,USA,"47,882,122","+31,232","783,405 ",+472,"37,893,040","+30,935","9,205,677","11,311","143,508","2,348","719,321,002","2,155,888","333,654,237 ",North America,74260,94,1,"27,590",,
2,India,"34,426,774",+738,"463,245 ",,"33,826,483","+12,403","137,046","8,944","24,616",331,"622,333,939","444,991","1,398,531,698 ",Asia,"413,0192",0.5,,98,,
3,Brazil,"21,953,838","+12,888","611,255 ",+320,"21,146,255","+7,671","196,328","8,318","102,290","2,848","63,776,166","297,154","214,623,299 ",South America,103513,60,1,915,,
4,UK,"9,524,971","+38,351","142,835 ",+157,"7,792,578","+33,953","1,589,558",999,"139,309","2,089","344,837,715","5,043,463","68,373,198 ",Europe,74790,561,2,"23,248",,
5,Russia,"9,031,851","+39,256","254,167 ","+1,241","7,754,764","+33,802","1,022,920","2,300","61,854","1,741","216,300,000","1,481,304","146,019,985 ",Europe,165751,269,8,"7,005",,
6,Turkey,"8,386,542","+22,583","73,342 ",+215,"7,868,409","+25,254","444,791","1,405","97,999",857,"101,609,828","1,187,333","85,578,217 ",Asia,"101,1671",264,3,"5,197",,
7,France,"7,275,149","+14,646","118,137 ",+16,"7,007,747","+4,957","149,265","1,049","111,120","1,804","151,204,954","2,309,499","65,470,886 ",Europe,95540,224,0.2,"2,280",,
8,Iran,"6,031,575","+4,306","128,042 ",+124,"5,683,458","+12,802","220,075","3,533","70,577","1,498","36,829,133","430,949","85,460,513 ",Asia,146672,50,1,"2,575",,
9,Argentina,"5,305,151","+1,092","116,228 ",+6,"5,170,876","+1,179","18,047",606,"115,929","2,540","25,622,546","559,907","45,762,145 ",South America,93942,24,0.1,394,,
10,Spain,"5,047,156",,"87,673 ",,"4,889,801",,"69,682",394,"107,892","1,874","66,213,858","1,415,445","46,779,529 ",Europe,95341,,,"1,490",,
11,Colombia,"5,029,335","+2,513","127,766 ",+45,"4,870,317","+1,920","31,252",342,"97,424","2,475","27,349,820","529,795","51,623,419 ",South America,104042,49,0.9,605,,
12,Germany,"5,009,388","+35,276","98,159 ",+109,"4,466,000","+15,800","445,229","2,828","59,529","1,166","80,348,721","954,827","84,150,009 ",Europe,178571,419,1,"5,291",,
13,Italy,"4,852,496","+8,544","132,739 ",+53,"4,604,645","+4,033","115,112",453,"80,419","2,200","110,356,664","1,828,905","60,340,301 ",Europe,124551,142,0.9,"1,908",,
14,Indonesia,"4,250,516",+359,"143,644 ",+16,"4,097,675",+451,"9,197",,"15,319",518,"49,926,840","179,934","277,472,925 ",Asia,"651,9326",1,0.06,33,,
15,Mexico,"3,841,661","+3,353","290,872 ",+242,"3,202,777","+2,509","348,012","4,798","29,374","2,224","11,568,810","88,458","130,782,419 ",North America,3445011,26,2,"2,661",,
16,Ukraine,"3,203,149","+23,572","76,302 ",+695,"2,620,094","+25,415","506,753",177,"73,849","1,759","15,189,223","350,188","43,374,518 ",Europe,145683,543,16,"11,683",,
17,Poland,"3,190,067","+14,292","78,821 ",+266,"2,788,003","+13,824","323,243","1,110","84,416","2,086","23,017,564","609,092","37,789,953 ",Europe,124792,378,7,"8,554",,
18,South Africa,"2,925,677",+306,"89,476 ",+7,"2,819,307",,"16,894",546,"48,495","1,483","18,893,899","313,179","60,329,481 ",Africa,216743,5,0.1,280,,
19,Philippines,"2,815,080","+1,997","45,272 ",+238,"2,740,426","+1,696","29,382","1,292","25,231",406,"23,471,922","210,375","111,571,931 ",Asia,"402,4645",18,2,263,,
20,Malaysia,"2,541,147","+5,809","29,631 ",+55,"2,446,197","+4,712","65,319",527,"77,163",900,"35,661,627","1,082,884","32,932,080 ",Asia,"131,1111",176,2,"1,983",,
21,Netherlands,"2,283,083","+13,848","18,728 ",+33,"2,017,933","+3,591","246,422",345,"132,840","1,090","18,498,260","1,076,314","17,186,682 ",Europe,89181,806,2,"14,338",,
22,Peru,"2,212,514",,"200,573 ",,N/A,N/A,N/A,901,"65,851","5,970","19,552,599","581,944","33,598,755 ",South America,151682,,,"8,669",,
23,Iraq,"2,068,388",+591,"23,483 ",+12,"2,023,683","+1,375","21,222",148,"49,897",566,"16,046,391","387,098","41,453,063 ",Asia,"201,7653",14,0.3,512,,
24,Thailand,"2,011,331","+7,057","19,987 ",+53,"1,895,929","+7,393","95,415","1,997","28,717",285,"14,913,135","212,925","70,039,316 ",Asia,"353,5045",101,0.8,"1,362",,
25,Czechia,"1,881,206","+14,199","31,431 ",+36,"1,711,305",+256,"138,470",550,"175,222","2,928","41,807,720","3,894,114","10,736,131 ",Europe,63420,"1,323",3,"12,898",,
26,Canada,"1,746,916","+1,567","29,324 ",+15,"1,692,301",+766,"25,291",545,"45,738",768,"47,295,997","1,238,307","38,194,089 ",North America,"221,3021",41,0.4,662,,
27,Romania,"1,739,283","+4,006","52,836 ",+304,"1,568,418","+12,015","118,029","1,743","91,242","2,772","15,411,078","808,462","19,062,218 ",Europe,113611,210,16,"6,192",,
28,Japan,"1,725,121",+201,"18,323 ",,"1,705,098",+277,"1,700",83,"13,697",145,"27,109,671","215,246","125,947,171 ",Asia,"736,8745",2,,13,,
29,Chile,"1,723,728","+2,703","37,951 ",+15,"1,627,980","+1,172","57,797",591,"89,126","1,962","24,431,555","1,263,245","19,340,307 ",South America,115101,140,0.8,"2,988",,
30,Bangladesh,"1,572,278",+151,"27,918 ",+6,"1,536,303",+192,"8,057","1,400","9,419",167,"10,576,273","63,358","166,929,892 ",Asia,"1065,97916",0.9,0.04,48,,
31,Belgium,"1,484,712","+10,768","26,321 ",+30,"1,242,741","+2,460","215,650",471,"127,350","2,258","22,801,762","1,955,800","11,658,537 ",Europe,84431,924,3,"18,497",,
32,Israel,"1,336,882",+295,"8,140  ",,"1,322,917",+960,"5,825",153,"143,350",873,"30,392,264","3,258,875","9,326,000 ",Asia,"71,1460",32,,625,,
33,Pakistan,"1,279,373",+231,"28,595 ",+11,"1,227,688",+460,"23,090","1,119","5,642",126,"21,352,792","94,172","226,742,421 ",Asia,"1777,92911",1,0.05,102,,
34,Serbia,"1,208,386","+3,484","10,781 ",+59,"1,101,235","+13,621","96,370",274,"139,067","1,241","6,557,604","754,679","8,689,257 ",Europe,78061,401,7,"11,091",,
35,Sweden,"1,182,471",,"15,051 ",,"1,146,208",,"21,212",37,"116,096","1,478","13,398,797","1,315,505","10,185,290 ",Europe,96771,,,"2,083",,
36,Portugal,"1,106,005","+1,816","18,242 ",+8,"1,050,838","+1,107","36,925",69,"108,901","1,796","20,283,015","1,997,133","10,156,066 ",Europe,95571,179,0.8,"3,636",,
37,Vietnam,"1,018,346","+8,467","23,018 ",+88,"858,054","+1,843","137,274","3,824","10,335",234,"64,055,676","650,083","98,534,654 ",Asia,"974,2812",86,0.9,"1,393",,
38,Cuba,"958,390",+293,"8,279 ",,"948,253",+537,"1,858",56,"84,685",732,"10,777,398","952,305","11,317,167 ",North America,"121,3671",26,,164,,
39,Kazakhstan,"955,366","+1,220","12,402 ",+25,"912,611","+2,365","30,353",528,"50,063",650,"11,575,012","606,551","19,083,330 ",Asia,"201,5392",64,1,"1,591",,
40,Morocco,"948,157",+132,"14,740 ",+3,"929,909",+134,"3,508",347,"25,279",393,"10,252,410","273,340","37,507,845 ",Africa,"402,5454",4,0.08,94,,
41,Austria,"948,100","+13,152","11,689 ",+48,"830,831","+6,241","105,580",421,"104,455","1,288","102,990,106","11,346,770","9,076,601 ",Europe,107770,"1,449",5,"11,632",,
42,Hungary,"939,784",,"31,867 ",,"818,336",,"89,581",509,"97,621","3,310","7,752,519","805,304","9,626,819 ",Europe,103021,,,"9,305",,
43,Switzerland,"909,034",,"11,341 ",+2,"841,810",,"55,883",114,"103,996","1,297","12,070,902","1,380,941","8,741,073 ",Europe,107711,,0.2,"6,393",,
44,Jordan,"889,671","+1,236","11,215 ",+18,"849,603","+1,004","28,853",709,"86,030","1,084","11,432,222","1,105,476","10,341,450 ",Asia,129221,120,2,"2,790",,
45,Greece,"828,032","+6,132","16,686 ",+70,"731,135","+5,525","80,211",530,"79,976","1,612","30,139,848","2,911,093","10,353,447 ",Europe,136200,592,7,"7,747",,
46,Nepal,"816,675",+260,"11,471 ",+2,"797,926",+478,"7,278",,"27,358",384,"4,498,513","150,695","29,851,717 ",Asia,"372,6027",9,0.07,244,,
47,Georgia,"780,391","+4,565","10,894 ",+78,"711,105","+2,285","58,392",,"196,142","2,738","10,840,462","2,724,624","3,978,700 ",Asia,53650,"1,147",20,"14,676",,
48,UAE,"740,879",+78,"2,143 ",+1,"735,457",+95,"3,279",,"73,693",213,"96,773,477","9,625,810","10,053,541 ",Asia,"144,6910",8,0.10,326,,
49,Tunisia,"715,637",+66,"25,308 ",+2,"689,402",+88,927,58,"59,699","2,111","3,119,070","260,194","11,987,480 ",Africa,174744,6,0.2,77,,
50,Bulgaria,"654,819","+1,610","26,191 ",+66,"514,788",+897,"113,840",751,"95,220","3,809","6,070,414","882,723","6,876,922 ",Europe,112631,234,10,"16,554",,
51,Lebanon,"651,788","+1,133","8,577 ",+6,"623,694",+623,"19,517",200,"96,082","1,264","4,780,275","704,675","6,783,657 ",Asia,107911,167,0.9,"2,877",,
52,Belarus,"625,592","+1,964","4,834 ",+14,"604,708","+2,638","16,050",,"66,235",512,"10,011,075","1,059,925","9,445,075 ",Europe,"151,9541",208,1,"1,699",,
53,Guatemala,"609,136",,"15,675 ",,"590,601",,"2,860",5,"33,164",853,"2,999,570","163,307","18,367,639 ",North America,"301,1726",,,156,,
54,Costa Rica,"564,159",,"7,197 ",,"524,560",,"32,402",168,"109,383","1,395","2,575,363","499,329","5,157,644 ",North America,97172,,,"6,282",,
55,Azerbaijan,"558,431","+2,001","7,416 ",+19,"520,250","+2,145","30,765",,"54,407",723,"5,347,509","520,997","10,263,984 ",Asia,"181,3842",195,2,"2,997",,
56,Slovakia,"554,296","+7,244","13,485 ",+39,"466,291","+5,101","74,520",477,"101,459","2,468","4,203,251","769,367","5,463,256 ",Europe,104051,"1,326",7,"13,640",,
57,Sri Lanka,"549,500",+716,"13,972 ",+22,"523,503",+381,"12,025",,"25,516",649,"5,500,800","255,424","21,535,920 ",Asia,"391,5414",33,1,558,,
58,Saudi Arabia,"549,192",+44,"8,811 ",+1,"538,201",+41,"2,180",51,"15,447",248,"30,799,682","866,285","35,553,733 ",Asia,"654,0351",1,0.03,61,,
59,Croatia,"534,601","+6,315","9,840 ",+66,"484,766","+6,100","39,995",269,"131,331","2,417","3,260,469","800,970","4,070,652 ",Europe,84141,"1,551",16,"9,825",,
60,Bolivia,"522,530","+1,012","19,004 ",+6,"481,648",+392,"21,878",220,"43,946","1,598","2,563,530","215,597","11,890,360 ",South America,236265,85,0.5,"1,840",,
61,Ecuador,"519,560",,"32,989 ",,"443,880",,"42,691",759,"28,851","1,832","1,917,796","106,493","18,008,663 ",South America,355469,,,"2,371",,
62,Myanmar,"512,548",+831,"18,913 ",+14,"483,530",+653,"10,105",,"9,335",344,"5,187,223","94,471","54,908,051 ",Asia,"1072,90311",15,0.3,184,,
63,Ireland,"494,643","+4,642","5,566 ",,"405,598","+1,632","83,479",107,"98,670","1,110","8,413,838","1,678,372","5,013,094 ",Europe,109011,926,,"16,652",,
64,Panama,"474,231",,"7,341 ",,"465,225",,"1,665",49,"107,598","1,666","4,129,390","936,911","4,407,453 ",North America,96001,,,378,,
65,Paraguay,"461,912",+47,"16,335 ",+1,"444,920",+85,657,43,"63,693","2,252","1,917,650","264,425","7,252,145 ",South America,164444,6,0.1,91,,
66,Lithuania,"441,784","+2,365","6,293 ",+15,"400,067","+5,587","35,424",143,"165,442","2,357","5,836,013","2,185,500","2,670,333 ",Europe,64240,886,6,"13,266",,
67,Palestine,"426,613",+90,"4,483 ",+4,"418,934",+258,"3,196",50,"81,058",852,"2,679,637","509,139","5,263,077 ",Asia,"121,1742",17,0.8,607,,
68,Denmark,"420,099","+2,948","2,760 ",+7,"384,095","+1,618","33,244",38,"72,181",474,"88,557,695","15,215,908","5,820,073 ",Europe,"142,1090",507,1,"5,712",,
69,Venezuela,"417,998",,"5,010 ",,"403,896",,"9,092",681,"14,757",177,"3,359,014","118,585","28,325,800 ",South America,"685,6548",,,321,,
70,Kuwait,"412,982",+22,"2,462 ",,"410,238",+30,282,4,"94,791",565,"5,041,796","1,157,234","4,356,765 ",Asia,"111,7701",5,,65,,
71,Uruguay,"396,402",+227,"6,101 ",+2,"388,239",+184,"2,062",15,"113,576","1,748","3,956,638","1,133,649","3,490,179 ",South America,95721,65,0.6,591,,
72,Dominican Republic,"394,608","+1,225","4,166 ",+1,"386,219","+1,112","4,223",243,"35,885",379,"2,318,661","210,855","10,996,456 ",North America,"282,6405",111,0.09,384,,
73,S. Korea,"393,042","+2,323","3,083 ",+32,"359,553","+2,938","30,406",485,"7,657",60,"15,804,065","307,894","51,329,486 ",Asia,"13116,6493",45,0.6,592,,
74,Honduras,"376,967",+126,"10,353 ",+3,"117,912",+95,"248,702",85,"37,251","1,023","1,106,625","109,355","10,119,565 ",North America,279779,12,0.3,"24,576",,
75,Slovenia,"375,775","+3,666","4,918 ",+19,"329,282","+2,972","41,575",145,"180,719","2,365","1,828,920","879,572","2,079,329 ",Europe,64231,"1,763",9,"19,994",,
76,Mongolia,"372,187",+988,"1,869 ",+10,"313,256",,"57,062",192,"111,090",558,"4,030,048","1,202,882","3,350,327 ",Asia,"91,7931",295,3,"17,032",,
77,Ethiopia,"368,646",+300,"6,613 ",+12,"344,328",+215,"17,705",292,"3,102",56,"3,773,655","31,753","118,844,785 ",Africa,"32217,97131",3,0.1,149,,
78,Libya,"364,076",,"5,275 ",,"314,829",,"43,972",,"52,020",754,"1,840,509","262,974","6,998,829 ",Africa,"191,3274",,,"6,283",,
79,Moldova,"352,670",+730,"8,446 ",+55,"332,073","+1,049","12,151",312,"87,704","2,100","2,115,007","525,971","4,021,147 ",Europe,114762,182,14,"3,022",,
80,Egypt,"343,026",+929,"19,435 ",+69,"286,891",+543,"36,700",90,"3,268",185,"3,693,367","35,186","104,967,150 ",Africa,"3065,40128",9,0.7,350,,
81,Armenia,"328,081","+1,251","6,976 ",+39,"292,092","+2,192","29,013",,"110,435","2,348","2,237,401","753,128","2,970,812 ",Asia,94261,421,13,"9,766",,
82,Oman,"304,410",,"4,113 ",,"299,810",,487,10,"57,614",778,"25,000,000","4,731,603","5,283,622 ",Asia,"171,2850",,,92,,
83,Bahrain,"277,201",+17,"1,393 ",,"275,563",+38,245,3,"155,549",782,"7,126,040","3,998,723","1,782,079 ",Asia,"61,2790",10,,137,,
84,Bosnia and Herzegovina,"263,587",,"11,962 ",,"192,218",,"59,407",,"81,031","3,677","1,343,252","412,938","3,252,916 ",Europe,122722,,,"18,263",,
85,Kenya,"254,276",+61,"5,316 ",,"247,633",+59,"1,327",27,"4,591",96,"2,767,353","49,965","55,386,210 ",Africa,"21810,41920",1,,24,,
86,Qatar,"240,965",+137,611 ,,"238,717",+142,"1,637",11,"85,820",218,"2,901,603","1,033,406","2,807,805 ",Asia,"124,5951",49,,583,,
87,Latvia,"239,575","+1,422","3,734 ",+51,"211,265","+2,733","24,576",228,"128,965","2,010","5,182,530","2,789,791","1,857,677 ",Europe,84980,765,27,"13,229",,
88,Singapore,"235,480","+2,304",576 ,+14,"210,521","+2,538","24,383",72,"39,823",97,"21,098,774","3,568,090","5,913,185 ",Asia,"2510,2660",390,2,"4,123",,
89,Norway,"227,370","+1,306",950 ,,"88,952",,"137,468",50,"41,497",173,"8,314,890","1,517,554","5,479,140 ",Europe,"245,7681",238,,"25,089",,
90,Nigeria,"213,127",+51,"2,960 ",+11,"205,491",+8,"4,676",11,"1,000",14,"3,392,457","15,919","213,103,107 ",Africa,"1,00071,99463",0.2,0.05,22,,
91,Estonia,"211,535",+993,"1,668 ",+6,"183,772","+2,235","26,095",52,"159,318","1,256","2,240,404","1,687,364","1,327,754 ",Europe,67961,748,5,"19,653",,
92,Zambia,"209,971",+8,"3,664 ",,"206,166",+24,141,11,"11,002",192,"2,656,184","139,174","19,085,369 ",Africa,"915,2097",0.4,,7,,
93,North Macedonia,"208,992",+525,"7,320 ",+13,"193,072",+327,"8,600",,"100,320","3,514","1,426,274","684,637","2,083,257 ",Europe,102851,252,6,"4,128",,
94,Algeria,"207,873",+109,"5,977 ",+6,"142,634",+68,"59,262",19,"4,626",133,"230,861","5,138","44,931,248 ",Africa,"2167,517195",2,0.1,"1,319",,
95,Botswana,"193,701",,"2,411 ",,"190,577",,713,1,"80,162",998,"1,838,690","760,927","2,416,382 ",Africa,"121,0021",,,295,,
96,Albania,"192,600",+587,"2,986 ",+3,"181,213",+526,"8,401",3,"67,026","1,039","1,347,471","468,930","2,873,502 ",Europe,159622,204,1,"2,924",,
97,Uzbekistan,"189,458",+272,"1,354 ",+3,"185,550",+249,"2,554",23,"5,551",40,"1,377,915","40,371","34,131,214 ",Asia,"18025,20825",8,0.09,75,,
98,Australia,"188,509","+1,481","1,877 ",+4,"166,014",,"20,618",116,"7,277",72,"45,369,759","1,751,470","25,903,824 ",Australia/Oceania,"13713,8011",57,0.2,796,,
99,Kyrgyzstan,"182,267",+70,"2,702 ",+3,"176,721",+106,"2,844",131,"27,322",405,"1,793,298","268,817","6,671,063 ",Asia,"372,4694",10,0.4,426,,
100,Finland,"167,119",,"1,216 ",,"46,000",,"119,903",31,"30,098",219,"7,632,874","1,374,678","5,552,483 ",Europe,"334,5661",,,"21,594",,
101,Afghanistan,"156,510",+23,"7,292 ",,"129,057",+8,"20,161","1,124","3,901",182,"779,222","19,421","40,123,614 ",Asia,"2565,50251",0.6,,502,,
102,Montenegro,"151,730",+458,"2,200 ",+6,"144,099",+615,"5,431",51,"241,541","3,502","866,133","1,378,808","628,175 ",Europe,42861,729,10,"8,646",,
103,Mozambique,"151,422",+8,"1,934 ",,"149,355",+5,133,32,"4,667",60,"957,943","29,522","32,448,398 ",Africa,"21416,77834",0.2,,4,,
