#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"245,403,909","+143,457","4,981,395","+3,110","222,456,071","+106,110","17,966,443","75,595","31,483",639.1,,,,All,,,,,,,
1,USA,"46,497,719",,"759,932 ",,"36,375,189",,"9,362,598","13,280","139,399","2,278","692,816,053","2,077,042","333,558,957 ",North America,74390,,,"28,069",,
2,India,"34,215,653",+788,"455,684 ",,"33,597,339","+7,667","162,630","8,944","24,477",326,"601,901,543","430,586","1,397,864,972 ",Asia,"413,0682",0.6,,116,,
3,Brazil,"21,748,984",,"606,293 ",,"20,944,087",,"198,604","8,318","101,371","2,826","63,776,166","297,257","214,549,103 ",South America,103543,,,926,,
4,UK,"8,853,227",,"139,834 ",,"7,198,408",,"1,514,985",913,"129,517","2,046","325,510,859","4,762,015","68,355,696 ",Europe,84890,,,"22,163",,
5,Russia,"8,352,601","+36,582","233,898 ","+1,123","7,242,735","+29,151","875,968","2,300","57,203","1,602","206,300,000","1,412,850","146,016,918 ",Europe,176241,251,8,"5,999",,
6,Turkey,"7,909,111",,"69,559 ",,"7,346,279",,"493,273","1,405","92,468",813,"95,211,266","1,113,144","85,533,610 ",Asia,"111,2301",,,"5,767",,
7,France,"7,133,766",,"117,555 ",,"6,921,146",,"95,065","1,049","108,973","1,796","151,204,954","2,309,749","65,463,804 ",Europe,95570,,,"1,452",,
8,Iran,"5,877,456",,"125,519 ",,"5,443,243",,"308,694","4,184","68,817","1,470","32,619,228","381,924","85,407,642 ",Asia,156803,,,"3,614",,
9,Argentina,"5,283,000",,"115,866 ",,"5,149,181",,"17,953",633,"115,496","2,533","24,896,917","544,293","45,741,769 ",South America,93952,,,392,,
10,Spain,"5,004,143",,"87,238 ",,"4,859,415",,"57,490",434,"106,975","1,865","66,213,858","1,415,472","46,778,641 ",Europe,95361,,,"1,229",,
11,Colombia,"4,994,014",,"127,133 ",,"4,838,063",,"28,818",342,"96,789","2,464","26,610,010","515,730","51,596,762 ",South America,104062,,,559,,
12,Italy,"4,747,773",,"131,904 ",,"4,540,823",,"75,046",341,"78,678","2,186","101,911,219","1,688,819","60,344,656 ",Europe,134571,,,"1,244",,
13,Germany,"4,501,021",,"95,794  ",,"4,237,100","+11,200","168,127","1,336","53,496","1,139","73,348,901","871,781","84,136,868 ",Europe,198781,,,"1,998",,
14,Indonesia,"4,241,809",+719,"143,299 ",+29,"4,085,775",+944,"12,735",,"15,295",517,"45,541,632","164,214","277,330,765 ",Asia,"651,9356",3,0.1,46,,
15,Mexico,"3,788,986","+4,538","286,888 ",+392,"3,153,067","+3,538","349,031","4,798","28,986","2,195","11,250,436","86,068","130,715,840 ",North America,3445612,35,3,"2,670",,
16,Poland,"2,990,509","+8,361","76,672 ",+133,"2,690,582",+464,"223,255",464,"79,131","2,029","21,984,855","581,733","37,791,984 ",Europe,134932,221,4,"5,907",,
17,South Africa,"2,920,109",,"88,987 ",,"2,812,320",,"18,802",546,"48,432","1,476","18,407,943","305,310","60,292,708 ",Africa,216783,,,312,,
18,Ukraine,"2,825,733","+22,574","65,628 ",+692,"2,401,705","+11,593","358,400",177,"65,128","1,513","14,154,508","326,236","43,387,372 ",Europe,156613,520,16,"8,260",,
19,Philippines,"2,768,849","+3,218","42,348 ",+271,"2,676,349","+6,660","50,152","3,194","24,833",380,"22,740,209","203,948","111,500,195 ",Asia,"402,6335",29,2,450,,
20,Malaysia,"2,442,224",,"28,576 ",,"2,340,390",,"73,258",584,"74,205",868,"33,633,342","1,021,927","32,911,686 ",Asia,"131,1521",,,"2,226",,
21,Peru,"2,197,052",,"200,118 ",,N/A,N/A,N/A,872,"65,435","5,960","18,867,422","561,929","33,576,160 ",South America,151682,,,"8,228",,
22,Netherlands,"2,093,606",,"18,340 ",,"1,978,158",,"97,108",182,"121,829","1,067","17,988,698","1,046,778","17,184,822 ",Europe,89371,,,"5,651",,
23,Iraq,"2,049,240",,"23,024 ",,"1,991,575",,"34,641",215,"49,488",556,"15,718,588","379,597","41,408,566 ",Asia,"201,7983",,,837,,
24,Thailand,"1,875,315","+8,452","18,922 ",+57,"1,758,297","+8,449","98,096","2,432","26,778",270,"14,913,135","212,951","70,030,726 ",Asia,"373,7015",121,0.8,"1,401",,
25,Czechia,"1,741,859","+6,274","30,667 ",+7,"1,669,657",+92,"41,535",166,"162,257","2,857","40,150,443","3,740,089","10,735,157 ",Europe,63500,584,0.7,"3,869",,
26,Japan,"1,717,367",+314,"18,221 ",+14,"1,694,452",+626,"4,694",184,"13,634",145,"26,238,719","208,300","125,966,129 ",Asia,"736,9135",2,0.1,37,,
27,Canada,"1,704,391",,"28,841 ",,"1,649,582",,"25,968",765,"44,643",755,"45,819,418","1,200,158","38,177,832 ",North America,"221,3241",,,680,,
28,Chile,"1,684,608",,"37,691 ",,"1,633,518",,"13,399",449,"87,140","1,950","23,240,554","1,202,165","19,332,246 ",South America,115131,,,693,,
29,Romania,"1,587,880",,"45,503 ",,"1,345,324",,"197,053","1,867","83,272","2,386","14,446,331","757,602","19,068,495 ",Europe,124191,,,"10,334",,
30,Bangladesh,"1,568,257",,"27,834 ",,"1,532,180",,"8,243","1,369","9,399",167,"10,262,107","61,505","166,849,261 ",Asia,"1065,99416",,,49,,
31,Belgium,"1,333,947","+5,745","25,914 ",+25,"1,209,523","+1,646","98,510",264,"114,442","2,223","21,405,101","1,836,392","11,656,062 ",Europe,94501,493,2,"8,451",,
32,Israel,"1,325,267",+204,"8,063 ",,"1,306,127",+407,"11,077",237,"142,105",865,"29,182,529","3,129,158","9,326,000 ",Asia,"71,1570",22,,"1,188",,
33,Pakistan,"1,270,322",+516,"28,405 ",+13,"1,217,935",+717,"23,982","1,487","5,608",125,"20,610,681","90,984","226,531,131 ",Asia,"1787,97511",2,0.06,106,,
34,Sweden,"1,168,271",,"14,964 ",,"1,135,105",,"18,202",25,"114,737","1,470","13,154,558","1,291,917","10,182,198 ",Europe,96801,,,"1,788",,
35,Serbia,"1,111,957",,"9,634 ",,"978,736",,"123,587",267,"127,944","1,109","6,205,905","714,063","8,690,979 ",Europe,89021,,,"14,220",,
36,Portugal,"1,086,280",,"18,141 ",,"1,037,261",,"30,878",62,"106,943","1,786","19,736,210","1,943,014","10,157,522 ",Europe,95601,,,"3,040",,
37,Cuba,"947,935",,"8,201 ",,"934,350",,"5,384",132,"83,758",725,"10,404,761","919,351","11,317,505 ",North America,"121,3801",,,476,,
38,Morocco,"944,803",,"14,636 ",,"925,125",,"5,042",347,"25,204",390,"10,030,332","267,573","37,486,335 ",Africa,"402,5614",,,135,,
39,Kazakhstan,"932,688","+1,551","12,001 ",+26,"876,699","+2,052","43,988",221,"48,903",629,"11,575,012","606,902","19,072,287 ",Asia,"201,5892",81,1,"2,306",,
40,Vietnam,"896,174",,"21,802 ",,"810,290",,"64,082",,"9,099",221,"42,517,091","431,682","98,491,625 ",Asia,"1104,5182",,,651,,
41,Switzerland,"867,197",,"11,218 ",,"822,212",,"33,767",95,"99,245","1,284","11,566,572","1,323,715","8,737,965 ",Europe,107791,,,"3,864",,
42,Hungary,"855,339","+3,125","30,647 ",+36,"796,435",+607,"28,257",197,"88,839","3,183","7,320,374","760,320","9,628,020 ",Europe,113141,325,4,"2,935",,
43,Jordan,"854,758",,"10,976 ",,"824,993",,"18,789",581,"82,693","1,062","10,809,943","1,045,806","10,336,473 ",Asia,129421,,,"1,818",,
44,Nepal,"810,298",,"11,372 ",,"788,630",,"10,296",,"27,168",381,"4,386,567","147,072","29,825,911 ",Asia,"372,6237",,,345,,
45,Austria,"809,086","+4,261","11,289 ",+10,"762,727","+2,391","35,070",250,"89,165","1,244","95,810,399","10,558,692","9,074,078 ",Europe,118040,470,1,"3,865",,
46,UAE,"739,471",,"2,134 ",,"733,504",,"3,833",,"73,596",212,"91,908,560","9,147,256","10,047,665 ",Asia,"144,7080",,,381,,
47,Greece,"724,571",,"15,707 ",,"671,596",,"37,268",380,"69,967","1,517","25,123,079","2,425,959","10,355,939 ",Europe,146590,,,"3,599",,
48,Tunisia,"712,013",,"25,213 ",,"685,508",,"1,292",116,"59,427","2,104","3,053,773","254,876","11,981,402 ",Africa,174754,,,108,,
49,Georgia,"703,281","+4,337","9,873 ",+42,"642,701","+3,137","50,707",,"176,745","2,481","10,045,491","2,524,579","3,979,075 ",Asia,64030,"1,090",11,"12,743",,
50,Lebanon,"638,581",,"8,465 ",,"613,770",,"16,346",200,"94,114","1,248","4,780,275","704,520","6,785,153 ",Asia,118021,,,"2,409",,
51,Guatemala,"596,417",,"14,797 ",,"574,566",,"7,054",5,"32,500",806,"2,851,620","155,390","18,351,317 ",North America,"311,2406",,,384,,
52,Belarus,"590,226",,"4,546 ",,"562,091",,"23,589",,"62,489",481,"9,415,479","996,850","9,445,227 ",Europe,"162,0781",,,"2,497",,
53,Bulgaria,"582,122",,"23,440 ",,"471,403",,"87,279",608,"84,617","3,407","5,378,292","781,788","6,879,479 ",Europe,122931,,,"12,687",,
54,Costa Rica,"557,922",,"6,997 ",,"490,672",,"60,253",306,"108,222","1,357","2,524,241","489,634","5,155,359 ",North America,97372,,,"11,687",,
55,Saudi Arabia,"548,368",,"8,782 ",,"537,376",,"2,210",70,"15,435",247,"30,140,728","848,388","35,527,051 ",Asia,"654,0451",,,62,,
56,Sri Lanka,"537,201",,"13,654 ",,"504,003",,"19,544",,"24,950",634,"5,381,256","249,925","21,531,515 ",Asia,"401,5774",,,908,,
57,Azerbaijan,"520,068",,"6,939 ",,"486,426",,"26,703",,"50,691",676,"5,131,033","500,125","10,259,494 ",Asia,"201,4792",,,"2,603",,
58,Ecuador,"515,659",,"32,953 ",,"443,880",,"38,826",759,"28,655","1,831","1,914,667","106,397","17,995,480 ",South America,355469,,,"2,158",,
59,Bolivia,"510,470",,"18,903 ",,"473,195",,"18,372",220,"42,960","1,591","2,516,925","211,817","11,882,528 ",South America,236295,,,"1,546",,
60,Myanmar,"495,898",,"18,582 ",,"460,224",,"17,092",,"9,034",339,"4,771,253","86,924","54,890,141 ",Asia,"1112,95412",,,311,,
61,Panama,"471,884",,"7,314 ",,"462,287",,"2,283",49,"107,146","1,661","4,040,000","917,325","4,404,110 ",North America,96021,,,518,,
62,Slovakia,"465,027","+4,746","12,957 ",+22,"416,951","+2,388","35,119",248,"85,121","2,372","3,893,668","712,718","5,463,127 ",Europe,124221,869,4,"6,428",,
63,Paraguay,"460,815",,"16,233 ",,"444,303",,279,16,"63,580","2,240","1,886,023","260,219","7,247,837 ",South America,164464,,,38,,
64,Croatia,"453,936","+4,571","9,116 ",+26,"424,175","+1,844","20,645",153,"111,480","2,239","3,061,318","751,817","4,071,891 ",Europe,94471,"1,123",6,"5,070",,
65,Ireland,"433,902",,"5,369 ",,"379,308",,"49,225",97,"86,601","1,072","7,897,226","1,576,172","5,010,383 ",Europe,129331,,,"9,825",,
66,Palestine,"421,916",,"4,383 ",,"410,176",,"7,357",60,"80,254",834,"2,619,049","498,180","5,257,230 ",Asia,"121,1992",,,"1,399",,
67,Kuwait,"412,578",,"2,461 ",,"409,679",,438,5,"94,766",565,"4,741,080","1,088,988","4,353,658 ",Asia,"111,7691",,,101,,
68,Venezuela,"402,407",,"4,836 ",,"384,305",,"13,266",681,"14,204",171,"3,359,014","118,568","28,329,745 ",South America,"705,8588",,,468,,
69,Lithuania,"396,047","+3,509","5,720 ",+22,"351,657","+2,442","38,670",241,"148,211","2,141","5,507,690","2,061,117","2,672,187 ",Europe,74670,"1,313",8,"14,471",,
70,Uruguay,"392,585",,"6,074 ",,"384,702",,"1,809",25,"112,502","1,741","3,785,389","1,084,766","3,489,589 ",South America,95751,,,518,,
71,Denmark,"379,078",,"2,703 ",,"362,497",,"13,878",22,"65,144",465,"85,395,099","14,675,037","5,819,072 ",Europe,"152,1530",,,"2,385",,
72,Dominican Republic,"377,385",,"4,114 ",,"367,642",,"5,629",247,"34,335",374,"2,187,112","198,989","10,991,110 ",North America,"292,6725",,,512,,
73,Honduras,"374,783",+214,"10,211 ",+9,"115,547",+163,"249,025",165,"37,064","1,010","1,084,755","107,276","10,111,812 ",North America,279909,21,0.9,"24,627",,
