#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"250,411,420","+154,894","5,062,960","+3,095","226,673,752","+132,583","18,674,708","76,287","32,125",649.5,,,,All,,,,,,,
1,USA,"47,313,412",,"775,095 ",,"37,311,666",,"9,226,651","11,346","141,819","2,323","708,996,636","2,125,180","333,617,183 ",North America,74300,,,"27,656",,
2,India,"34,354,966",,"460,787 ",,"33,740,926",,"153,253","8,944","24,570",330,"611,278,853","437,167","1,398,272,416 ",Asia,"413,0352",,,110,,
3,Brazil,"21,874,324",,"609,417 ",,"21,062,218",,"202,689","8,318","101,933","2,840","63,776,166","297,194","214,594,445 ",South America,103523,,,945,,
4,UK,"9,272,066",,"141,743 ",,"7,560,948",,"1,569,375","1,034","135,623","2,073","338,310,440","4,948,490","68,366,392 ",Europe,74820,,,"22,955",,
5,Russia,"8,795,095","+39,165","246,814 ","+1,179","7,561,978","+26,806","986,303","2,300","60,233","1,690","212,900,000","1,458,032","146,018,792 ",Europe,175921,268,8,"6,755",,
6,Turkey,"8,206,375",,"71,927 ",,"7,680,152",,"454,296","1,405","95,913",841,"99,128,685","1,158,575","85,560,870 ",Asia,"101,1901",,,"5,310",,
7,France,"7,208,937",,"117,900 ",,"6,971,152",,"119,885","1,049","110,114","1,801","151,204,954","2,309,596","65,468,132 ",Europe,95550,,,"1,831",,
8,Iran,"5,987,814","+7,554","127,299 ",+126,"5,601,764","+13,219","258,751","3,687","70,082","1,490","36,278,187","424,604","85,439,952 ",Asia,146712,88,1,"3,028",,
9,Argentina,"5,296,188",,"116,091 ",,"5,162,713",,"17,384",604,"115,753","2,537","25,360,063","554,267","45,754,221 ",South America,93942,,,380,,
10,Spain,"5,025,639",,"87,504 ",,"4,877,922",,"60,213",386,"107,433","1,871","66,213,858","1,415,456","46,779,184 ",Europe,95351,,,"1,287",,
11,Colombia,"5,012,981",,"127,488 ",,"4,856,686",,"28,807",342,"97,126","2,470","27,042,399","523,945","51,613,052 ",South America,104052,,,558,,
12,Italy,"4,802,225",,"132,365 ",,"4,576,167",,"93,693",392,"79,583","2,194","106,904,353","1,771,641","60,341,995 ",Europe,134561,,,"1,553",,
13,Germany,"4,759,868",,"97,019 ",,"4,365,500","+10,200","297,349","2,332","56,568","1,153","77,993,513","926,895","84,144,898 ",Europe,188671,,,"3,534",,
14,Indonesia,"4,248,165",+444,"143,545 ",+11,"4,093,795",+587,"10,825",,"15,313",517,"48,401,808","174,473","277,417,640 ",Asia,"651,9336",2,0.04,39,,
15,Mexico,"3,825,404","+3,574","289,674 ",+261,"3,187,604","+2,889","348,126","4,798","29,256","2,215","11,459,655","87,641","130,756,527 ",North America,3445111,27,2,"2,662",,
16,Poland,"3,104,220","+12,493","77,757 ",+24,"2,744,315","+8,023","282,148",857,"82,142","2,058","22,561,469","597,010","37,790,743 ",Europe,124862,331,0.6,"7,466",,
17,Ukraine,"3,075,433","+17,419","72,084 ",+449,"2,512,756","+8,520","490,593",177,"70,896","1,662","14,847,087","342,260","43,379,517 ",Europe,146023,402,10,"11,309",,
18,South Africa,"2,923,751",,"89,319 ",,"2,817,764",,"16,668",546,"48,475","1,481","18,699,684","310,033","60,315,180 ",Africa,216753,,,276,,
19,Philippines,"2,803,213","+2,605","44,430 ",+191,"2,725,257","+3,901","33,526","1,292","25,131",398,"23,259,723","208,525","111,544,034 ",Asia,"402,5115",23,2,301,,
20,Malaysia,"2,501,966",,"29,256 ",,"2,407,205",,"65,505",544,"75,992",889,"35,014,696","1,063,496","32,924,149 ",Asia,"131,1251",,,"1,990",,
21,Peru,"2,206,556",,"200,409 ",,N/A,N/A,N/A,893,"65,691","5,966","19,300,645","574,596","33,589,968 ",South America,151682,,,"8,499",,
22,Netherlands,"2,189,661",,"18,553 ",,"1,997,618",,"173,490",283,"127,410","1,080","18,498,260","1,076,359","17,185,959 ",Europe,89261,,,"10,095",,
23,Iraq,"2,062,863",+924,"23,344 ",+25,"2,014,862","+1,405","24,657",167,"49,785",563,"15,937,990","384,643","41,435,759 ",Asia,"201,7753",22,0.6,595,,
24,Thailand,"1,967,999","+7,960","19,664 ",+53,"1,849,968","+6,950","98,367","2,225","28,100",281,"14,913,135","212,935","70,035,975 ",Asia,"363,5625",114,0.8,"1,405",,
25,Czechia,"1,816,161","+5,736","31,022 ",+17,"1,688,492",+62,"96,647",360,"169,169","2,890","41,201,267","3,837,763","10,735,752 ",Europe,63460,534,2,"9,002",,
26,Canada,"1,729,118",,"29,139 ",,"1,675,784",,"24,195",570,"45,279",763,"46,679,607","1,222,371","38,187,767 ",North America,"221,3111",,,634,,
27,Japan,"1,724,037",+241,"18,309 ",+3,"1,702,261",+252,"3,467",100,"13,688",145,"26,786,668","212,669","125,954,544 ",Asia,"736,8795",2,0.02,28,,
28,Romania,"1,706,882","+5,293","50,755 ",+263,"1,496,473","+12,675","159,654","1,868","89,531","2,662","15,120,485","793,116","19,064,659 ",Europe,113761,278,14,"8,374",,
