#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"253,980,796","+312,635","5,114,567","+4,022","229,635,218","+268,092","19,231,011","77,549","32,583",656.2,,,,All,,,,,,,
1,USA,"47,908,295","+16,298","783,534 ",+95,"37,910,074","+12,739","9,214,687","11,277","143,587","2,348","720,583,776","2,159,672","333,654,237 ",North America,74260,49,0.3,"27,617",,
2,India,"34,437,307",,"463,530 ",,"33,837,859","+11,376","135,918","8,944","24,624",331,"623,751,344","446,004","1,398,531,698 ",Asia,"413,0172",,,97,,
3,Brazil,"21,953,838",,"611,255 ",,"21,146,255",,"196,328","8,318","102,290","2,848","63,776,166","297,154","214,623,299 ",South America,103513,,,915,,
4,UK,"9,561,099","+36,517","142,898 ",+63,"7,825,200","+32,622","1,593,001",999,"139,837","2,090","344,837,715","5,043,463","68,373,198 ",Europe,74780,534,0.9,"23,299",,
5,Russia,"9,070,674","+38,823","255,386 ","+1,219","7,784,585","+29,821","1,030,703","2,300","62,119","1,749","216,300,000","1,481,304","146,019,985 ",Europe,165721,266,8,"7,059",,
6,Turkey,"8,408,166","+21,624","73,531 ",+189,"7,888,959","+20,550","445,676","1,405","98,251",859,"101,956,470","1,191,383","85,578,217 ",Asia,"101,1641",253,2,"5,208",,
7,France,"7,287,645","+12,496","118,154 ",+17,"7,009,026","+1,279","160,465","1,049","111,311","1,805","151,204,954","2,309,499","65,470,886 ",Europe,95540,191,0.3,"2,451",,
8,Iran,"6,037,718","+6,143","128,167 ",+125,"5,695,949","+12,491","213,602","3,510","70,649","1,500","37,038,991","433,405","85,460,513 ",Asia,146672,72,1,"2,499",,
9,Argentina,"5,305,151",,"116,228 ",,"5,170,876",,"18,047",606,"115,929","2,540","25,622,546","559,907","45,762,145 ",South America,93942,,,394,,
10,Spain,"5,047,156",,"87,673 ",,"4,889,801",,"69,682",394,"107,892","1,874","66,213,858","1,415,445","46,779,529 ",Europe,95341,,,"1,490",,
11,Germany,"5,038,322","+28,934","98,194 ",+35,"4,477,900","+11,900","462,228","2,828","59,873","1,167","80,348,721","954,827","84,150,009 ",Europe,178571,344,0.4,"5,493",,
12,Colombia,"5,029,335",,"127,766 ",,"4,870,317",,"31,252",342,"97,424","2,475","27,349,820","529,795","51,623,419 ",South America,104042,,,605,,
13,Italy,"4,860,061","+7,569","132,775 ",+36,"4,608,056","+3,411","119,230",458,"80,544","2,200","110,802,257","1,836,289","60,340,301 ",Europe,124541,125,0.6,"1,976",,
14,Indonesia,"4,250,855",+339,"143,659 ",+15,"4,098,178",+503,"9,018",,"15,320",518,"50,139,036","180,699","277,472,925 ",Asia,"651,9316",1,0.05,33,,
15,Mexico,"3,844,791","+3,130","291,089 ",+217,"3,204,910","+2,133","348,792","4,798","29,398","2,226","11,591,671","88,633","130,782,419 ",North America,3444911,24,2,"2,667",,
16,Ukraine,"3,217,639","+14,490","76,705 ",+403,"2,631,240","+11,146","509,694",177,"74,183","1,768","15,225,531","351,025","43,374,518 ",Europe,135653,334,9,"11,751",,
17,Poland,"3,204,515","+14,448","78,867 ",+46,"2,802,616","+14,613","323,032","1,110","84,798","2,087","23,072,429","610,544","37,789,953 ",Europe,124792,382,1,"8,548",,
18,South Africa,"2,925,677",,"89,476 ",,"2,819,307",,"16,894",546,"48,495","1,483","18,893,899","313,179","60,329,481 ",Africa,216743,,,280,,
19,Philippines,"2,816,980","+1,900","45,581 ",+309,"2,743,297","+2,871","28,102","1,292","25,248",409,"23,471,922","210,375","111,571,931 ",Asia,"402,4485",17,3,252,,
20,Malaysia,"2,541,147",,"29,631 ",,"2,446,197",,"65,319",527,"77,163",900,"35,661,627","1,082,884","32,932,080 ",Asia,"131,1111",,,"1,983",,
21,Netherlands,"2,295,107","+12,024","18,734 ",+6,"2,021,609","+3,676","254,764",345,"133,540","1,090","18,498,260","1,076,314","17,186,682 ",Europe,79171,700,0.3,"14,823",,
22,Peru,"2,213,548",,"200,605 ",,N/A,N/A,N/A,893,"65,882","5,971","19,599,815","583,349","33,598,755 ",South America,151672,,,"8,699",,
23,Iraq,"2,069,247",+859,"23,503 ",+20,"2,025,057","+1,374","20,687",148,"49,918",567,"16,046,391","387,098","41,453,063 ",Asia,"201,7643",21,0.5,499,,
24,Thailand,"2,018,410","+7,079","20,034 ",+47,"1,902,846","+6,917","95,530","1,997","28,818",286,"14,913,135","212,925","70,039,316 ",Asia,"353,4965",101,0.7,"1,364",,
25,Czechia,"1,890,405","+9,199","31,481 ",+50,"1,716,716","+5,411","142,208",550,"176,079","2,932","41,894,230","3,902,172","10,736,131 ",Europe,63410,857,5,"13,246",,
26,Canada,"1,748,216","+1,300","29,335 ",+11,"1,692,768",+467,"26,113",545,"45,772",768,"47,295,997","1,238,307","38,194,089 ",North America,"221,3021",34,0.3,684,,
27,Romania,"1,742,304","+3,021","53,069 ",+233,"1,578,707","+10,289","110,528","1,743","91,401","2,784","15,434,521","809,692","19,062,218 ",Europe,113591,158,12,"5,798",,
